GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyQueryProvider,0,146,0,2,0,20,0,7,0,6
E2E Tests Coverage Report,com.pkb.kms.service,DplKeyService.createDplKey.new Function1() {...},0,8,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,NhsLoginService.findCredentialsByPersonPublicId.new Function1() {...},0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.findPerson.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,LoginService.nhsLogin.new Function1() {...},0,10,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeysDTOBuilder.doMakeAccountKeys.symmetricKeyFn.new Function2() {...},0,12,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantAccountAccess.3.new Function1() {...},0,44,0,0,0,2,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyService.getAccountKeysInPathNoUser.new Function1() {...},0,15,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyService.getAccountKeysInPathNoUserNoCache.new Function1() {...},10,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.kms.service,DplKeyService,33,307,0,2,1,31,2,19,2,18
E2E Tests Coverage Report,com.pkb.kms.service,MetricsHelper,0,91,0,0,0,12,0,4,0,4
E2E Tests Coverage Report,com.pkb.kms.service,AccountPrivateKeyDecryptorService.decryptAccountPrivateKeyForUser.new Function1() {...},0,12,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,PredictableUUIDService,25,0,0,0,3,0,4,0,4,0
E2E Tests Coverage Report,com.pkb.kms.service,EncryptedAccountSymmetricKey,6,26,0,0,0,2,2,2,2,2
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.createSSOAuthRecord.1.new Function1() {...},0,2,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.createSSOAuthRecord.1.new Function1() {...},8,20,0,0,0,3,1,1,1,1
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.decryptSSOPassword.new Function0() {...},0,24,0,0,0,5,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,OrgAccountKey,0,18,0,0,0,1,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantAccountAccess.3.1.new Function1() {...},0,5,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantAccountAccess.3.1.new Function1() {...},0,21,0,0,0,1,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,LoginService,0,118,0,0,0,11,0,7,0,7
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeysDTOBuilder.doMakeAccountKeys.symmetricKeys.new Function1() {...},2,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyService.getAccountKeys.2.new Function1() {...},0,14,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantAccountAccess.1.new Function1() {...},0,5,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,FunctionsKt,51,10,0,0,5,1,1,1,1,1
E2E Tests Coverage Report,com.pkb.kms.service,AccountPrivateKeyDecryptorService.decryptAccountPrivateKeyForUser.1.new Function1() {...},0,15,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccountPrivateKeyDecryptorService.decryptAccountPrivateKeyForUser.1.new Function1() {...},0,7,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,NhsLoginService.expireCredentials.1.new Function1() {...},0,35,0,0,0,8,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.revokeAccountAccessForUser.new Function1() {...},0,20,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantAccountAccess.new Function1() {...},0,18,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantAccountAccess.new Function1() {...},0,33,0,0,0,1,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantAccountAccess.new Function1() {...},0,21,0,0,0,1,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeysDTOBuilder.SymmetricKeyHandling,0,21,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyService.getOrgAccountKeys.new Function1() {...},18,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.emisKeyValid.new Function1() {...},0,9,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,RandomUUIDService,0,8,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.getEmisCredentialPassword.new Function1() {...},0,22,0,0,0,1,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.getEmisCredentialPassword.new Function1() {...},0,20,0,0,0,1,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.getEmisCredentialPassword.new Function1() {...},0,36,0,0,0,1,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.getEmisCredentialPassword.new Function1() {...},0,27,0,0,0,1,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyQuery.executeWithOrg.new Function1() {...},0,10,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccountService,63,83,0,0,6,15,4,4,4,4
E2E Tests Coverage Report,com.pkb.kms.service,AccountService.createAccountAndGrantOrgAccess.new Function1() {...},6,0,0,0,4,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.kms.service,AccountService.createAccountAndGrantOrgAccess.new Function1() {...},16,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.kms.service,AccountService.createAccountAndGrantOrgAccess.new Function1() {...},29,0,0,0,2,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyService.getAccountKeys.new Function0() {...},0,28,0,0,0,2,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyService.getAccountKeys.new Function1() {...},0,14,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,DplKeyService.getAccountKeysForOrg.new Function1() {...},9,34,1,1,1,2,1,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,SSOService.getEmisCredentialPassword.3.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.getAccountKeys.1.new Function1() {...},0,30,0,0,0,2,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.getAccountKeys.1.1.new Function1() {...},0,16,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccountKeyQuery.executeWithPerson.new Function1() {...},2,21,1,1,0,1,1,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,AccountPrivateKeyDecryptorService,6,162,1,5,0,19,1,10,0,8
E2E Tests Coverage Report,com.pkb.kms.service,AccountPath.Companion,12,110,1,3,1,17,1,3,0,2
E2E Tests Coverage Report,com.pkb.kms.service,DplKeyService.getAccountKeysForUser.new Function1() {...},0,27,0,0,0,2,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.service,EncryptedAccountKey,0,21,0,0,0,2,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantOrgAccess.new Function1() {...},5,93,0,0,0,7,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantOrgAccess.new Function1() {...},0,44,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantOrgAccess.new Function1() {...},0,30,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.service,AccessService.grantOrgAccess.new Function1() {...},0,48,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7Observation,18,409,1,11,8,120,5,59,4,54
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7Observation.SNArithmeticOperator,75,0,0,0,7,0,4,0,4,0
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7MessageHeader,32,63,0,0,11,15,6,7,6,7
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7ObservationMapper,0,29,0,0,0,7,0,5,0,5
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7ComparatorOperator,3,89,0,0,1,9,1,4,1,4
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7ObservationMapperImpl,2,126,1,1,1,24,1,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7QueryDetail,75,252,1,11,21,52,15,14,14,9
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7Medication,38,142,0,0,16,34,8,13,8,13
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7Allergy,20,102,0,2,10,27,5,11,5,10
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7EventType,15,98,0,0,5,21,5,4,5,4
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7CustomAppointment,4,18,0,0,2,5,1,3,1,3
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7ResourceGroup,8,33,0,0,6,10,5,4,5,4
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7Patient,114,891,12,64,15,204,14,86,2,60
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7Diagnosis,12,71,0,0,6,18,3,7,3,7
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7DatapointExternalIntegrationUrl,0,72,0,8,0,18,0,9,0,5
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7Appointment,26,81,0,0,10,19,5,7,5,7
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7OrderGroup,78,464,6,34,26,118,17,44,12,29
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7AppointmentInformationPersonnel,0,86,1,3,0,21,1,6,0,5
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7QueryFilter,12,140,8,16,5,27,11,10,3,6
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7PatientVisit2,22,0,0,0,7,0,3,0,3,0
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7PatientVisit1,3,125,0,0,1,29,1,11,1,11
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.segment,HL7StructuredNumber,0,72,0,0,0,12,0,8,0,8
E2E Tests Coverage Report,com.pkb.action.privacyofficer,PrivacyOfficerViewOptedOutPatientAction,7,61,0,0,3,15,2,8,2,8
E2E Tests Coverage Report,com.pkb.action.privacyofficer,PrivacyOfficerEditPatientOptOutFormAction,17,61,0,0,6,14,4,7,4,7
E2E Tests Coverage Report,com.pkb.action.privacyofficer,RunOnceBulkDisableSharingAction,24,122,3,5,3,24,4,10,1,9
E2E Tests Coverage Report,com.pkb.action.privacyofficer,PrivacyOfficerEditPatientOptOutAction.SharingChangeType,0,24,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.action.privacyofficer,PrivacyOfficerEditPatientOptOutAction,78,100,1,3,32,31,22,8,21,7
E2E Tests Coverage Report,com.pkb.action.privacyofficer,PrivacyOfficerLandingPageAction,0,46,0,0,0,10,0,5,0,5
E2E Tests Coverage Report,com.pkb.action.privacyofficer,PrivacyOfficerPatientSearchAction,14,163,1,9,3,36,3,17,2,13
E2E Tests Coverage Report,com.pkb.kms.web.listener,LegacyCacheRemovalListener,4,52,1,1,0,10,1,2,0,2
E2E Tests Coverage Report,com.pkb.backgroundtasks.wayfinder.recordsservice.service,RecordsServiceNotifierService.NotificationRequest,0,21,0,0,0,1,0,3,0,3
E2E Tests Coverage Report,com.pkb.backgroundtasks.wayfinder.recordsservice.service,RecordsServiceNotifierService,8,240,5,5,2,25,5,8,0,8
E2E Tests Coverage Report,com.pkb.datamodel.projections,PatientStatus.DIAGNOSTICS,0,24,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.action.sso,CredentialsGenerationAction,17,137,1,7,2,34,2,19,1,16
E2E Tests Coverage Report,com.pkb.integration.nhs.model.response,ErrorResponse,6,12,0,0,1,5,1,2,1,2
E2E Tests Coverage Report,com.pkb.api.fhir.interceptors,ExceptionLoggingInterceptor,0,70,0,4,0,14,0,5,0,3
E2E Tests Coverage Report,com.pkb.api.fhir.interceptors,AuthenticationExtractingInterceptor,0,45,0,0,0,8,0,4,0,4
E2E Tests Coverage Report,com.pkb.api.fhir.interceptors,RequestIdInterceptor,0,15,0,2,0,5,0,3,0,2
E2E Tests Coverage Report,com.pkb.api.fhir.interceptors,MetricsInterceptor,5,373,0,2,0,69,1,23,1,22
E2E Tests Coverage Report,com.pkb.api.fhir.interceptors,AuthenticationExceptionHandlingInterceptor,0,32,0,2,0,6,0,4,0,3
E2E Tests Coverage Report,com.pkb.api.fhir.interceptors,ContentTypeInterceptor,6,78,0,4,2,20,0,5,0,3
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.field,HL7Code,28,167,0,0,8,37,4,12,4,12
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.field,HL7CodeMapperImpl,2,45,1,1,1,11,1,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.field,HL7PersonLocation,64,124,0,0,27,21,18,3,18,3
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.field,HL7PersonRef,42,137,1,5,12,29,7,12,6,10
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.field,HL7Id,30,121,3,7,9,25,7,10,4,8
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.field,HL7HierarchicDesignator,54,64,3,3,9,14,6,4,3,4
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.field,HL7ReferenceRange,35,165,2,12,16,61,2,7,0,2
E2E Tests Coverage Report,com.pkb.fhir.migration,FhirStoreSyncRunnerService,30,442,3,24,9,78,5,30,2,18
E2E Tests Coverage Report,com.pkb.api.internal.exception.mapper,AbstractInternalApiExceptionMapper,16,3,0,0,4,1,4,1,4,1
E2E Tests Coverage Report,com.pkb.api.internal.exception.mapper,RequestValidationExceptionMapper,56,3,4,0,9,1,3,1,1,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,TaskParameterTypeIdResolver.ExecutedTaskParameterTypeIdResolver,32,5,0,0,4,2,1,1,1,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,Identifiable.AbstractIdentifiable,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,CreateTask.AbstractCreateTask,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,TaskParameterTypeIdResolver.CreateTaskParameterTypeIdResolver,0,5,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,PersistedTask.AbstractPersistedTask.Builder,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,TaskParameterTypeIdResolver.PersistedTaskParameterTypeIdResolver,0,5,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,ExecutedTask.AbstractExecutedTask,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.model,TaskParameterTypeIdResolver,24,42,1,1,3,8,3,3,2,3
E2E Tests Coverage Report,com.pkb.phoenix.api.model,PersistedTask.AbstractPersistedTask,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.domain.config,LetterInvitationProperties,0,21,0,0,0,8,0,4,0,4
E2E Tests Coverage Report,com.pkb.domain.config,DomainServiceProperties,0,33,0,0,0,12,0,6,0,6
E2E Tests Coverage Report,com.pkb.domain.config,FhirPkbDomainRepositoryProperties,0,39,0,0,0,14,0,7,0,7
E2E Tests Coverage Report,com.pkb.domain.config,DeletionServiceConfiguration,0,43,0,3,0,15,0,6,0,4
E2E Tests Coverage Report,com.pkb.aggregator.service.dto,ResourceWithSourceId,0,36,0,0,0,3,0,5,0,5
E2E Tests Coverage Report,com.pkb.aggregator.service.dto,ReloadRequest,21,0,0,0,1,0,3,0,3,0
E2E Tests Coverage Report,com.pkb.api.fhir.organization,OrganizationMapper,0,32,0,0,0,8,0,2,0,2
E2E Tests Coverage Report,com.pkb.authz,NotAuthorizedException,3,54,0,0,1,14,1,4,1,4
E2E Tests Coverage Report,com.pkb.authz,TargetMetas,33,0,0,0,5,0,5,0,5,0
E2E Tests Coverage Report,com.pkb.authz,RepositoryBackedAuthorizationDataService,14,200,4,14,1,43,3,23,0,17
E2E Tests Coverage Report,com.pkb.authz,JustificationUtils,10,21,0,0,1,4,1,3,1,3
E2E Tests Coverage Report,com.pkb.authz,PolicyBasedAuthorizationService,38,239,8,10,6,49,7,22,1,19
E2E Tests Coverage Report,com.pkb.authz,NotFoundException,43,112,1,7,9,15,6,9,5,6
E2E Tests Coverage Report,com.pkb.authz,TargetMeta,24,40,2,4,3,6,4,6,3,4
E2E Tests Coverage Report,com.pkb.team.entity,OrgNetworkSyncResult.Builder,25,0,0,0,7,0,4,0,4,0
E2E Tests Coverage Report,com.pkb.team.entity,OrgNetworkSyncResult,117,0,22,0,26,0,18,0,7,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireResponseRepositoryImpl.questionnaireIdIs.1.new Function1() {...},0,14,0,0,0,4,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRequestRepository,13,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.getDplKeyFetcherForOrg.new Function2() {...},0,19,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.decryptBatch.new Function1() {...},8,32,0,0,0,3,1,2,1,2
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.decryptBatch.new Function1() {...},0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireResponseRepositoryImpl.patientIdIn.1.new Function1() {...},0,10,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireResponseRepositoryImpl.createdLowerOrEqual.1.new Function1() {...},11,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepository,11,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireResponseRepositoryImpl,48,454,6,6,0,52,8,28,2,28
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.getDplKeyFetcherForUser.new Function2() {...},0,25,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionExtractingObjectReader,0,71,0,0,0,6,0,2,0,2
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireResponseRepositoryImpl.createdLowerThan.1.new Function1() {...},0,11,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.decryptBatch.1.new Function1() {...},10,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.decryptBatch.1.new Function1() {...},0,25,0,0,0,1,0,2,0,2
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.getDplKeys.3.1.new Function1() {...},13,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.decryptBatch.1.1.new Function1() {...},0,4,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler,71,392,6,4,4,38,8,17,3,17
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireResponseRepositoryImpl.createdGreaterThan.1.new Function1() {...},11,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.getDplKeys.new Function1() {...},6,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.getDplKeys.new Function1() {...},0,13,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,EntityManagerResolver,17,122,5,9,2,17,4,11,0,8
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireResponseRepositoryImpl.createdGreaterOrEqual.1.new Function1() {...},0,11,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.decryptResponses.new Function1() {...},0,11,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.encrypt.new Function1() {...},0,31,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.encrypt.new Function1() {...},17,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,QuestionnaireRepositoryCryptoHandler.getDplKeys.3.new Function1() {...},18,0,0,0,1,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.repositories.ques,EncryptionDetails,0,30,0,0,0,1,0,4,0,4
E2E Tests Coverage Report,com.pkb.reminders.dto,EHRMessageDTO,2,6,0,0,1,3,1,3,1,3
E2E Tests Coverage Report,com.pkb.authz.permission,Justification,6,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.authz.permission,Permission,1,6,1,1,0,1,1,1,0,1
E2E Tests Coverage Report,com.pkb.authz.permission,Allowed,0,27,0,0,0,7,0,3,0,3
E2E Tests Coverage Report,com.pkb.authz.permission,TextualJustification,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.authz.permission,Denied,22,5,0,0,7,2,1,2,1,2
E2E Tests Coverage Report,com.pkb.authz.permission,Permissions,45,132,5,3,4,30,6,12,3,11
E2E Tests Coverage Report,com.pkb.service.oauth2,NhsLoginService.Contact,0,24,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.service.oauth2,NhsLoginError,53,238,3,1,6,38,6,19,4,19
E2E Tests Coverage Report,com.pkb.service.oauth2,NhsLoginService,29,633,3,31,5,132,6,53,3,37
E2E Tests Coverage Report,com.pkb.domain,LetterInvitationService,0,33,0,0,0,8,0,6,0,6
E2E Tests Coverage Report,com.pkb.domain,SSOService.new TransactionSynchronization() {...},0,13,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.domain,UserCredentialsService,107,339,4,2,10,73,11,23,8,23
E2E Tests Coverage Report,com.pkb.domain,BaseMenuDataService,6,6,0,0,1,3,1,1,1,1
E2E Tests Coverage Report,com.pkb.domain,TeamLevelIdService,15,9,0,0,1,4,1,1,1,1
E2E Tests Coverage Report,com.pkb.domain,PrivacyFlagsService,47,157,0,2,15,45,1,6,1,5
E2E Tests Coverage Report,com.pkb.domain,PatientService,11,652,8,20,3,111,8,51,0,45
E2E Tests Coverage Report,com.pkb.domain,OrgNetworkService,66,438,3,8,8,84,6,24,3,21
E2E Tests Coverage Report,com.pkb.domain,SystemUserTypeNotPermittedException,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.domain,PHPlanTemplateService,4,210,0,0,0,40,1,20,1,20
E2E Tests Coverage Report,com.pkb.domain,TeamExportService,0,39,0,0,0,10,0,3,0,3
E2E Tests Coverage Report,com.pkb.domain,LoginAttemptLogService,0,59,0,0,0,18,0,4,0,4
E2E Tests Coverage Report,com.pkb.domain,SSOService,55,359,1,2,3,70,8,23,7,22
E2E Tests Coverage Report,com.pkb.domain,AccountUserService,12,50,0,2,1,10,1,7,1,6
E2E Tests Coverage Report,com.pkb.domain,PkbPasswordRecoveryService,46,297,4,6,8,70,5,19,1,18
E2E Tests Coverage Report,com.pkb.domain,NationalIdService,0,40,0,0,0,8,0,3,0,3
E2E Tests Coverage Report,com.pkb.domain,AffiliateService,0,54,0,0,0,13,0,5,0,5
E2E Tests Coverage Report,com.pkb.domain,ParticipantService,0,79,0,0,0,16,0,9,0,9
E2E Tests Coverage Report,com.pkb.domain,SynchUploadedDataService,0,65,1,1,0,23,1,2,0,2
E2E Tests Coverage Report,com.pkb.domain,CryptoModelSynchronisationService,104,952,2,46,8,134,9,75,7,53
E2E Tests Coverage Report,com.pkb.domain,PersonContactService,25,53,0,0,0,12,2,5,2,5
E2E Tests Coverage Report,com.pkb.domain,UnreadableDocumentService,0,45,0,2,0,10,0,5,0,4
E2E Tests Coverage Report,com.pkb.domain,OrgLevelIdService,15,9,0,0,1,4,1,1,1,1
E2E Tests Coverage Report,com.pkb.domain,TeamLevelIdTypeService,10,118,0,0,1,19,2,9,2,9
E2E Tests Coverage Report,com.pkb.domain,ConsentService,26,408,4,16,4,69,6,28,2,22
E2E Tests Coverage Report,com.pkb.domain,TeamService,5,54,0,2,0,12,1,5,1,4
E2E Tests Coverage Report,com.pkb.domain,RegistrationEventService,0,41,0,0,0,8,0,3,0,3
E2E Tests Coverage Report,com.pkb.domain,OrgLevelIdTypeService,8,118,0,0,1,20,1,9,1,9
E2E Tests Coverage Report,com.pkb.domain,SciStoreService,0,54,0,0,0,17,0,5,0,5
E2E Tests Coverage Report,com.pkb.domain,CryptoModelSynchronisationService.SyncCounts,0,12,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.domain,PractitionerDemographicsService,0,95,0,0,0,17,0,11,0,11
E2E Tests Coverage Report,com.pkb.domain,ApiAuthService,9,294,2,8,4,70,3,23,1,20
E2E Tests Coverage Report,com.pkb.domain,IdentityVerificationService,5,81,0,0,1,15,1,7,1,7
E2E Tests Coverage Report,com.pkb.domain,InvitationService,47,141,0,0,4,26,5,18,5,18
E2E Tests Coverage Report,com.pkb.domain,UploadedDataDomainService,0,96,0,0,0,24,0,5,0,5
E2E Tests Coverage Report,com.pkb.domain,AccountService,13,122,0,0,1,28,1,12,1,12
E2E Tests Coverage Report,com.pkb.domain,BaseDemographicsService,20,355,0,0,4,43,4,21,4,21
E2E Tests Coverage Report,com.pkb.domain,TeamResearchPartnerService,0,17,0,0,0,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.domain,BulkInvitationOutcomeService,59,87,5,1,7,22,4,5,1,5
E2E Tests Coverage Report,com.pkb.domain,ReferenceDatumService,0,68,1,5,0,12,1,6,0,4
E2E Tests Coverage Report,com.pkb.domain,CryptoModelSynchronisationService.CryptoSyncSynchronisation,11,94,1,3,3,20,1,5,0,4
